,lat,lon,onset_threshold
2223,12.0,39.5,20
2224,12.0,39.75,20
2225,12.0,40.0,20
2226,12.0,40.25,20
2227,12.0,40.5,20
2228,12.0,40.75,20
2229,12.0,41.0,20
2230,12.0,41.25,20
2231,12.0,41.5,20
2232,12.0,41.75,20
2233,12.0,42.0,20
2234,12.0,42.25,20
2235,12.0,42.5,20
2236,12.0,42.75,20
2237,12.0,43.0,20
2238,12.0,43.25,20
2239,12.0,43.5,20
2240,12.0,43.75,20
2241,12.0,44.0,20
2242,12.0,44.25,20
2243,12.0,44.5,20
2244,12.0,44.75,20
2245,12.0,45.0,20
2246,12.0,45.25,20
2247,12.0,45.5,20
2248,12.0,45.75,20
2249,12.0,46.0,20
2250,12.0,46.25,20
2251,12.0,46.5,20
2252,12.0,46.75,20
2253,12.0,47.0,20
2254,12.0,47.25,20
2255,12.0,47.5,20
2256,12.0,47.75,20
2257,12.0,48.0,20
2258,12.25,33.0,20
2259,12.25,33.25,20
2260,12.25,33.5,20
2261,12.25,33.75,20
2262,12.25,34.0,20
2263,12.25,34.25,20
2264,12.25,34.5,20
2265,12.25,34.75,20
2266,12.25,35.0,20
2267,12.25,35.25,20
2268,12.25,35.5,20
2269,12.25,35.75,20
2270,12.25,36.0,20
2271,12.25,36.25,20
2272,12.25,36.5,20
2273,12.25,36.75,20
2274,12.25,37.0,20
2275,12.25,37.25,20
2276,12.25,37.5,20
2277,12.25,37.75,20
2278,12.25,38.0,20
2279,12.25,38.25,20
2280,12.25,38.5,20
2281,12.25,38.75,20
2282,12.25,39.0,20
2283,12.25,39.25,20
2284,12.25,39.5,20
2285,12.25,39.75,20
2286,12.25,40.0,20
2287,12.25,40.25,20
2288,12.25,40.5,20
2289,12.25,40.75,20
2290,12.25,41.0,20
2291,12.25,41.25,20
2292,12.25,41.5,20
2293,12.25,41.75,20
2294,12.25,42.0,20
2295,12.25,42.25,20
2296,12.25,42.5,20
2297,12.25,42.75,20
2298,12.25,43.0,20
2299,12.25,43.25,20
2300,12.25,43.5,20
2301,12.25,43.75,20
2302,12.25,44.0,20
2303,12.25,44.25,20
2304,12.25,44.5,20
2305,12.25,44.75,20
2306,12.25,45.0,20
2307,12.25,45.25,20
2308,12.25,45.5,20
2309,12.25,45.75,20
2310,12.25,46.0,20
2311,12.25,46.25,20
2312,12.25,46.5,20
2313,12.25,46.75,20
2314,12.25,47.0,20
2315,12.25,47.25,20
2316,12.25,47.5,20
2317,12.25,47.75,20
2318,12.25,48.0,20
2319,12.5,33.0,20
2320,12.5,33.25,20
2321,12.5,33.5,20
2322,12.5,33.75,20
2323,12.5,34.0,20
2324,12.5,34.25,20
2325,12.5,34.5,20
2326,12.5,34.75,20
2327,12.5,35.0,20
2328,12.5,35.25,20
2329,12.5,35.5,20
2330,12.5,35.75,20
2331,12.5,36.0,20
2332,12.5,36.25,20
2333,12.5,36.5,20
2334,12.5,36.75,20
2335,12.5,37.0,20
2336,12.5,37.25,20
2337,12.5,37.5,20
2338,12.5,37.75,20
2339,12.5,38.0,20
2340,12.5,38.25,20
2341,12.5,38.5,20
2342,12.5,38.75,20
2343,12.5,39.0,20
2344,12.5,39.25,20
2345,12.5,39.5,20
2346,12.5,39.75,20
2347,12.5,40.0,20
2348,12.5,40.25,20
2349,12.5,40.5,20
2350,12.5,40.75,20
2351,12.5,41.0,20
2352,12.5,41.25,20
2353,12.5,41.5,20
2354,12.5,41.75,20
2355,12.5,42.0,20
2356,12.5,42.25,20
2357,12.5,42.5,20
2358,12.5,42.75,20
2359,12.5,43.0,20
2360,12.5,43.25,20
2361,12.5,43.5,20
2362,12.5,43.75,20
2363,12.5,44.0,20
2364,12.5,44.25,20
2365,12.5,44.5,20
2366,12.5,44.75,20
2367,12.5,45.0,20
2368,12.5,45.25,20
2369,12.5,45.5,20
2370,12.5,45.75,20
2371,12.5,46.0,20
2372,12.5,46.25,20
2373,12.5,46.5,20
2374,12.5,46.75,20
2375,12.5,47.0,20
2376,12.5,47.25,20
2377,12.5,47.5,20
2378,12.5,47.75,20
2379,12.5,48.0,20
2380,12.75,33.0,20
2381,12.75,33.25,20
2382,12.75,33.5,20
2383,12.75,33.75,20
2384,12.75,34.0,20
2385,12.75,34.25,20
2386,12.75,34.5,20
2387,12.75,34.75,20
2388,12.75,35.0,20
2389,12.75,35.25,20
2390,12.75,35.5,20
2391,12.75,35.75,20
2392,12.75,36.0,20
2393,12.75,36.25,20
2394,12.75,36.5,20
2395,12.75,36.75,20
2396,12.75,37.0,20
2397,12.75,37.25,20
2398,12.75,37.5,20
2399,12.75,37.75,20
2400,12.75,38.0,20
2401,12.75,38.25,20
2402,12.75,38.5,20
2403,12.75,38.75,20
2404,12.75,39.0,20
2405,12.75,39.25,20
2406,12.75,39.5,20
2407,12.75,39.75,20
2408,12.75,40.0,20
2409,12.75,40.25,20
2410,12.75,40.5,20
2411,12.75,40.75,20
2412,12.75,41.0,20
2413,12.75,41.25,20
2414,12.75,41.5,20
2415,12.75,41.75,20
2416,12.75,42.0,20
2417,12.75,42.25,20
2418,12.75,42.5,20
2419,12.75,42.75,20
2420,12.75,43.0,20
2421,12.75,43.25,20
2422,12.75,43.5,20
2423,12.75,43.75,20
2424,12.75,44.0,20
2425,12.75,44.25,20
2426,12.75,44.5,20
2427,12.75,44.75,20
2428,12.75,45.0,20
2429,12.75,45.25,20
2430,12.75,45.5,20
2431,12.75,45.75,20
2432,12.75,46.0,20
2433,12.75,46.25,20
2434,12.75,46.5,20
2435,12.75,46.75,20
2436,12.75,47.0,20
2437,12.75,47.25,20
2438,12.75,47.5,20
2439,12.75,47.75,20
2440,12.75,48.0,20
2441,13.0,33.0,20
2442,13.0,33.25,20
2443,13.0,33.5,20
2444,13.0,33.75,20
2445,13.0,34.0,20
2446,13.0,34.25,20
2447,13.0,34.5,20
2448,13.0,34.75,20
2449,13.0,35.0,20
2450,13.0,35.25,20
2451,13.0,35.5,20
2452,13.0,35.75,20
2453,13.0,36.0,20
2454,13.0,36.25,20
2455,13.0,36.5,20
2456,13.0,36.75,20
2457,13.0,37.0,20
2458,13.0,37.25,20
2459,13.0,37.5,20
2460,13.0,37.75,20
2461,13.0,38.0,20
2462,13.0,38.25,20
2463,13.0,38.5,20
2464,13.0,38.75,20
2465,13.0,39.0,20
2466,13.0,39.25,20
2467,13.0,39.5,20
2468,13.0,39.75,20
2469,13.0,40.0,20
2470,13.0,40.25,20
2471,13.0,40.5,20
2472,13.0,40.75,20
2473,13.0,41.0,20
2474,13.0,41.25,20
2475,13.0,41.5,20
2476,13.0,41.75,20
2477,13.0,42.0,20
2478,13.0,42.25,20
2479,13.0,42.5,20
2480,13.0,42.75,20
2481,13.0,43.0,20
2482,13.0,43.25,20
2483,13.0,43.5,20
2484,13.0,43.75,20
2485,13.0,44.0,20
2486,13.0,44.25,20
2487,13.0,44.5,20
2488,13.0,44.75,20
2489,13.0,45.0,20
2490,13.0,45.25,20
2491,13.0,45.5,20
2492,13.0,45.75,20
2493,13.0,46.0,20
2494,13.0,46.25,20
2495,13.0,46.5,20
2496,13.0,46.75,20
2497,13.0,47.0,20
2498,13.0,47.25,20
2499,13.0,47.5,20
2500,13.0,47.75,20
2501,13.0,48.0,20
2502,13.25,33.0,20
2503,13.25,33.25,20
2504,13.25,33.5,20
2505,13.25,33.75,20
2506,13.25,34.0,20
2507,13.25,34.25,20
2508,13.25,34.5,20
2509,13.25,34.75,20
2510,13.25,35.0,20
2511,13.25,35.25,20
2512,13.25,35.5,20
2513,13.25,35.75,20
2514,13.25,36.0,20
2515,13.25,36.25,20
2516,13.25,36.5,20
2517,13.25,36.75,20
2518,13.25,37.0,20
2519,13.25,37.25,20
2520,13.25,37.5,20
2521,13.25,37.75,20
2522,13.25,38.0,20
2523,13.25,38.25,20
2524,13.25,38.5,20
2525,13.25,38.75,20
2526,13.25,39.0,20
2527,13.25,39.25,20
2528,13.25,39.5,20
2529,13.25,39.75,20
2530,13.25,40.0,20
2531,13.25,40.25,20
2532,13.25,40.5,20
2533,13.25,40.75,20
2534,13.25,41.0,20
2535,13.25,41.25,20
2536,13.25,41.5,20
2537,13.25,41.75,20
2538,13.25,42.0,20
2539,13.25,42.25,20
2540,13.25,42.5,20
2541,13.25,42.75,20
2542,13.25,43.0,20
2543,13.25,43.25,20
2544,13.25,43.5,20
2545,13.25,43.75,20
2546,13.25,44.0,20
2547,13.25,44.25,20
2548,13.25,44.5,20
2549,13.25,44.75,20
2550,13.25,45.0,20
2551,13.25,45.25,20
2552,13.25,45.5,20
2553,13.25,45.75,20
2554,13.25,46.0,20
2555,13.25,46.25,20
2556,13.25,46.5,20
2557,13.25,46.75,20
2558,13.25,47.0,20
2559,13.25,47.25,20
2560,13.25,47.5,20
2561,13.25,47.75,20
2562,13.25,48.0,20
2563,13.5,33.0,20
2564,13.5,33.25,20
2565,13.5,33.5,20
2566,13.5,33.75,20
2567,13.5,34.0,20
2568,13.5,34.25,20
2569,13.5,34.5,20
2570,13.5,34.75,20
2571,13.5,35.0,20
2572,13.5,35.25,20
2573,13.5,35.5,20
2574,13.5,35.75,20
2575,13.5,36.0,20
2576,13.5,36.25,20
2577,13.5,36.5,20
2578,13.5,36.75,20
2579,13.5,37.0,20
2580,13.5,37.25,20
2581,13.5,37.5,20
2582,13.5,37.75,20
2583,13.5,38.0,20
2584,13.5,38.25,20
2585,13.5,38.5,20
2586,13.5,38.75,20
2587,13.5,39.0,20
2588,13.5,39.25,20
2589,13.5,39.5,20
2590,13.5,39.75,20
2591,13.5,40.0,20
2592,13.5,40.25,20
2593,13.5,40.5,20
2594,13.5,40.75,20
2595,13.5,41.0,20
2596,13.5,41.25,20
2597,13.5,41.5,20
2598,13.5,41.75,20
2599,13.5,42.0,20
2600,13.5,42.25,20
2601,13.5,42.5,20
2602,13.5,42.75,20
2603,13.5,43.0,20
2604,13.5,43.25,20
2605,13.5,43.5,20
2606,13.5,43.75,20
2607,13.5,44.0,20
2608,13.5,44.25,20
2609,13.5,44.5,20
2610,13.5,44.75,20
2611,13.5,45.0,20
2612,13.5,45.25,20
2613,13.5,45.5,20
2614,13.5,45.75,20
2615,13.5,46.0,20
2616,13.5,46.25,20
2617,13.5,46.5,20
2618,13.5,46.75,20
2619,13.5,47.0,20
2620,13.5,47.25,20
2621,13.5,47.5,20
2622,13.5,47.75,20
2623,13.5,48.0,20
2624,13.75,33.0,20
2625,13.75,33.25,20
2626,13.75,33.5,20
2627,13.75,33.75,20
2628,13.75,34.0,20
2629,13.75,34.25,20
2630,13.75,34.5,20
2631,13.75,34.75,20
2632,13.75,35.0,20
2633,13.75,35.25,20
2634,13.75,35.5,20
2635,13.75,35.75,20
2636,13.75,36.0,20
2637,13.75,36.25,20
2638,13.75,36.5,20
2639,13.75,36.75,20
2640,13.75,37.0,20
2641,13.75,37.25,20
2642,13.75,37.5,20
2643,13.75,37.75,20
2644,13.75,38.0,20
2645,13.75,38.25,20
2646,13.75,38.5,20
2647,13.75,38.75,20
2648,13.75,39.0,20
2649,13.75,39.25,20
2650,13.75,39.5,20
2651,13.75,39.75,20
2652,13.75,40.0,20
2653,13.75,40.25,20
2654,13.75,40.5,20
2655,13.75,40.75,20
2656,13.75,41.0,20
2657,13.75,41.25,20
2658,13.75,41.5,20
2659,13.75,41.75,20
2660,13.75,42.0,20
2661,13.75,42.25,20
2662,13.75,42.5,20
2663,13.75,42.75,20
2664,13.75,43.0,20
2665,13.75,43.25,20
2666,13.75,43.5,20
2667,13.75,43.75,20
2668,13.75,44.0,20
2669,13.75,44.25,20
2670,13.75,44.5,20
2671,13.75,44.75,20
2672,13.75,45.0,20
2673,13.75,45.25,20
2674,13.75,45.5,20
2675,13.75,45.75,20
2676,13.75,46.0,20
2677,13.75,46.25,20
2678,13.75,46.5,20
2679,13.75,46.75,20
2680,13.75,47.0,20
2681,13.75,47.25,20
2682,13.75,47.5,20
2683,13.75,47.75,20
2684,13.75,48.0,20
2685,14.0,33.0,20
2686,14.0,33.25,20
2687,14.0,33.5,20
2688,14.0,33.75,20
2689,14.0,34.0,20
2690,14.0,34.25,20
2691,14.0,34.5,20
2692,14.0,34.75,20
2693,14.0,35.0,20
2694,14.0,35.25,20
2695,14.0,35.5,20
2696,14.0,35.75,20
2697,14.0,36.0,20
2698,14.0,36.25,20
2699,14.0,36.5,20
2700,14.0,36.75,20
2701,14.0,37.0,20
2702,14.0,37.25,20
2703,14.0,37.5,20
2704,14.0,37.75,20
2705,14.0,38.0,20
2706,14.0,38.25,20
2707,14.0,38.5,20
2708,14.0,38.75,20
2709,14.0,39.0,20
2710,14.0,39.25,20
2711,14.0,39.5,20
2712,14.0,39.75,20
2713,14.0,40.0,20
2714,14.0,40.25,20
2715,14.0,40.5,20
2716,14.0,40.75,20
2717,14.0,41.0,20
2718,14.0,41.25,20
2719,14.0,41.5,20
2720,14.0,41.75,20
2721,14.0,42.0,20
2722,14.0,42.25,20
2723,14.0,42.5,20
2724,14.0,42.75,20
2725,14.0,43.0,20
2726,14.0,43.25,20
2727,14.0,43.5,20
2728,14.0,43.75,20
2729,14.0,44.0,20
2730,14.0,44.25,20
2731,14.0,44.5,20
2732,14.0,44.75,20
2733,14.0,45.0,20
2734,14.0,45.25,20
2735,14.0,45.5,20
2736,14.0,45.75,20
2737,14.0,46.0,20
2738,14.0,46.25,20
2739,14.0,46.5,20
2740,14.0,46.75,20
2741,14.0,47.0,20
2742,14.0,47.25,20
2743,14.0,47.5,20
2744,14.0,47.75,20
2745,14.0,48.0,20
2746,14.25,33.0,20
2747,14.25,33.25,20
2748,14.25,33.5,20
2749,14.25,33.75,20
2750,14.25,34.0,20
2751,14.25,34.25,20
2752,14.25,34.5,20
2753,14.25,34.75,20
2754,14.25,35.0,20
2755,14.25,35.25,20
2756,14.25,35.5,20
2757,14.25,35.75,20
2758,14.25,36.0,20
2759,14.25,36.25,20
2760,14.25,36.5,20
2761,14.25,36.75,20
2762,14.25,37.0,20
2763,14.25,37.25,20
2764,14.25,37.5,20
2765,14.25,37.75,20
2766,14.25,38.0,20
2767,14.25,38.25,20
2768,14.25,38.5,20
2769,14.25,38.75,20
2770,14.25,39.0,20
2771,14.25,39.25,20
2772,14.25,39.5,20
2773,14.25,39.75,20
2774,14.25,40.0,20
2775,14.25,40.25,20
2776,14.25,40.5,20
2777,14.25,40.75,20
2778,14.25,41.0,20
2779,14.25,41.25,20
2780,14.25,41.5,20
2781,14.25,41.75,20
2782,14.25,42.0,20
2783,14.25,42.25,20
2784,14.25,42.5,20
2785,14.25,42.75,20
2786,14.25,43.0,20
2787,14.25,43.25,20
2788,14.25,43.5,20
2789,14.25,43.75,20
2790,14.25,44.0,20
2791,14.25,44.25,20
2792,14.25,44.5,20
2793,14.25,44.75,20
2794,14.25,45.0,20
2795,14.25,45.25,20
2796,14.25,45.5,20
2797,14.25,45.75,20
2798,14.25,46.0,20
2799,14.25,46.25,20
2800,14.25,46.5,20
2801,14.25,46.75,20
2802,14.25,47.0,20
2803,14.25,47.25,20
2804,14.25,47.5,20
2805,14.25,47.75,20
2806,14.25,48.0,20
2807,14.5,33.0,20
2808,14.5,33.25,20
2809,14.5,33.5,20
2810,14.5,33.75,20
2811,14.5,34.0,20
2812,14.5,34.25,20
2813,14.5,34.5,20
2814,14.5,34.75,20
2815,14.5,35.0,20
2816,14.5,35.25,20
2817,14.5,35.5,20
2818,14.5,35.75,20
2819,14.5,36.0,20
2820,14.5,36.25,20
2821,14.5,36.5,20
2822,14.5,36.75,20
2823,14.5,37.0,20
2824,14.5,37.25,20
2825,14.5,37.5,20
2826,14.5,37.75,20
2827,14.5,38.0,20
2828,14.5,38.25,20
2829,14.5,38.5,20
2830,14.5,38.75,20
2831,14.5,39.0,20
2832,14.5,39.25,20
2833,14.5,39.5,20
2834,14.5,39.75,20
2835,14.5,40.0,20
2836,14.5,40.25,20
2837,14.5,40.5,20
2838,14.5,40.75,20
2839,14.5,41.0,20
2840,14.5,41.25,20
2841,14.5,41.5,20
2842,14.5,41.75,20
2843,14.5,42.0,20
2844,14.5,42.25,20
2845,14.5,42.5,20
2846,14.5,42.75,20
2847,14.5,43.0,20
2848,14.5,43.25,20
2849,14.5,43.5,20
2850,14.5,43.75,20
2851,14.5,44.0,20
2852,14.5,44.25,20
2853,14.5,44.5,20
2854,14.5,44.75,20
2855,14.5,45.0,20
2856,14.5,45.25,20
2857,14.5,45.5,20
2858,14.5,45.75,20
2859,14.5,46.0,20
2860,14.5,46.25,20
2861,14.5,46.5,20
2862,14.5,46.75,20
2863,14.5,47.0,20
2864,14.5,47.25,20
2865,14.5,47.5,20
2866,14.5,47.75,20
2867,14.5,48.0,20
2868,14.75,33.0,20
2869,14.75,33.25,20
2870,14.75,33.5,20
2871,14.75,33.75,20
2872,14.75,34.0,20
2873,14.75,34.25,20
2874,14.75,34.5,20
2875,14.75,34.75,20
2876,14.75,35.0,20
2877,14.75,35.25,20
2878,14.75,35.5,20
2879,14.75,35.75,20
2880,14.75,36.0,20
2881,14.75,36.25,20
2882,14.75,36.5,20
2883,14.75,36.75,20
2884,14.75,37.0,20
2885,14.75,37.25,20
2886,14.75,37.5,20
2887,14.75,37.75,20
2888,14.75,38.0,20
2889,14.75,38.25,20
2890,14.75,38.5,20
2891,14.75,38.75,20
2892,14.75,39.0,20
2893,14.75,39.25,20
2894,14.75,39.5,20
2895,14.75,39.75,20
2896,14.75,40.0,20
2897,14.75,40.25,20
2898,14.75,40.5,20
2899,14.75,40.75,20
2900,14.75,41.0,20
2901,14.75,41.25,20
2902,14.75,41.5,20
2903,14.75,41.75,20
2904,14.75,42.0,20
2905,14.75,42.25,20
2906,14.75,42.5,20
2907,14.75,42.75,20
2908,14.75,43.0,20
2909,14.75,43.25,20
2910,14.75,43.5,20
2911,14.75,43.75,20
2912,14.75,44.0,20
2913,14.75,44.25,20
2914,14.75,44.5,20
2915,14.75,44.75,20
2916,14.75,45.0,20
2917,14.75,45.25,20
2918,14.75,45.5,20
2919,14.75,45.75,20
2920,14.75,46.0,20
2921,14.75,46.25,20
2922,14.75,46.5,20
2923,14.75,46.75,20
2924,14.75,47.0,20
2925,14.75,47.25,20
2926,14.75,47.5,20
2927,14.75,47.75,20
2928,14.75,48.0,20
2929,15.0,33.0,20
2930,15.0,33.25,20
2931,15.0,33.5,20
2932,15.0,33.75,20
2933,15.0,34.0,20
2934,15.0,34.25,20
2935,15.0,34.5,20
2936,15.0,34.75,20
2937,15.0,35.0,20
2938,15.0,35.25,20
2939,15.0,35.5,20
2940,15.0,35.75,20
2941,15.0,36.0,20
2942,15.0,36.25,20
2943,15.0,36.5,20
2944,15.0,36.75,20
2945,15.0,37.0,20
2946,15.0,37.25,20
2947,15.0,37.5,20
2948,15.0,37.75,20
2949,15.0,38.0,20
2950,15.0,38.25,20
2951,15.0,38.5,20
2952,15.0,38.75,20
2953,15.0,39.0,20
2954,15.0,39.25,20
2955,15.0,39.5,20
2956,15.0,39.75,20
2957,15.0,40.0,20
2958,15.0,40.25,20
2959,15.0,40.5,20
2960,15.0,40.75,20
2961,15.0,41.0,20
2962,15.0,41.25,20
2963,15.0,41.5,20
2964,15.0,41.75,20
2965,15.0,42.0,20
2966,15.0,42.25,20
2967,15.0,42.5,20
2968,15.0,42.75,20
2969,15.0,43.0,20
2970,15.0,43.25,20
2971,15.0,43.5,20
2972,15.0,43.75,20
2973,15.0,44.0,20
2974,15.0,44.25,20
2975,15.0,44.5,20
2976,15.0,44.75,20
2977,15.0,45.0,20
2978,15.0,45.25,20
2979,15.0,45.5,20
2980,15.0,45.75,20
2981,15.0,46.0,20
2982,15.0,46.25,20
2983,15.0,46.5,20
2984,15.0,46.75,20
2985,15.0,47.0,20
2986,15.0,47.25,20
2987,15.0,47.5,20
2988,15.0,47.75,20
2989,15.0,48.0,20
