,lat,lon,onset_threshold
1148,7.5,45.25,20
1149,7.5,45.5,20
1150,7.5,45.75,20
1151,7.5,46.0,20
1152,7.5,46.25,20
1153,7.5,46.5,20
1154,7.5,46.75,20
1155,7.5,47.0,20
1156,7.5,47.25,20
1157,7.5,47.5,20
1158,7.5,47.75,20
1159,7.5,48.0,20
1160,7.75,33.0,20
1161,7.75,33.25,20
1162,7.75,33.5,20
1163,7.75,33.75,20
1164,7.75,34.0,20
1165,7.75,34.25,20
1166,7.75,34.5,20
1167,7.75,34.75,20
1168,7.75,35.0,20
1169,7.75,35.25,20
1170,7.75,35.5,20
1171,7.75,35.75,20
1172,7.75,36.0,20
1173,7.75,36.25,20
1174,7.75,36.5,20
1175,7.75,36.75,20
1176,7.75,37.0,20
1177,7.75,37.25,20
1178,7.75,37.5,20
1179,7.75,37.75,20
1180,7.75,38.0,20
1181,7.75,38.25,20
1182,7.75,38.5,20
1183,7.75,38.75,20
1184,7.75,39.0,20
1185,7.75,39.25,20
1186,7.75,39.5,20
1187,7.75,39.75,20
1188,7.75,40.0,20
1189,7.75,40.25,20
1190,7.75,40.5,20
1191,7.75,40.75,20
1192,7.75,41.0,20
1193,7.75,41.25,20
1194,7.75,41.5,20
1195,7.75,41.75,20
1196,7.75,42.0,20
1197,7.75,42.25,20
1198,7.75,42.5,20
1199,7.75,42.75,20
1200,7.75,43.0,20
1201,7.75,43.25,20
1202,7.75,43.5,20
1203,7.75,43.75,20
1204,7.75,44.0,20
1205,7.75,44.25,20
1206,7.75,44.5,20
1207,7.75,44.75,20
1208,7.75,45.0,20
1209,7.75,45.25,20
1210,7.75,45.5,20
1211,7.75,45.75,20
1212,7.75,46.0,20
1213,7.75,46.25,20
1214,7.75,46.5,20
1215,7.75,46.75,20
1216,7.75,47.0,20
1217,7.75,47.25,20
1218,7.75,47.5,20
1219,7.75,47.75,20
1220,7.75,48.0,20
1221,8.0,33.0,20
1222,8.0,33.25,20
1223,8.0,33.5,20
1224,8.0,33.75,20
1225,8.0,34.0,20
1226,8.0,34.25,20
1227,8.0,34.5,20
1228,8.0,34.75,20
1229,8.0,35.0,20
1230,8.0,35.25,20
1231,8.0,35.5,20
1232,8.0,35.75,20
1233,8.0,36.0,20
1234,8.0,36.25,20
1235,8.0,36.5,20
1236,8.0,36.75,20
1237,8.0,37.0,20
1238,8.0,37.25,20
1239,8.0,37.5,20
1240,8.0,37.75,20
1241,8.0,38.0,20
1242,8.0,38.25,20
1243,8.0,38.5,20
1244,8.0,38.75,20
1245,8.0,39.0,20
1246,8.0,39.25,20
1247,8.0,39.5,20
1248,8.0,39.75,20
1249,8.0,40.0,20
1250,8.0,40.25,20
1251,8.0,40.5,20
1252,8.0,40.75,20
1253,8.0,41.0,20
1254,8.0,41.25,20
1255,8.0,41.5,20
1256,8.0,41.75,20
1257,8.0,42.0,20
1258,8.0,42.25,20
1259,8.0,42.5,20
1260,8.0,42.75,20
1261,8.0,43.0,20
1262,8.0,43.25,20
1263,8.0,43.5,20
1264,8.0,43.75,20
1265,8.0,44.0,20
1266,8.0,44.25,20
1267,8.0,44.5,20
1268,8.0,44.75,20
1269,8.0,45.0,20
1270,8.0,45.25,20
1271,8.0,45.5,20
1272,8.0,45.75,20
1273,8.0,46.0,20
1274,8.0,46.25,20
1275,8.0,46.5,20
1276,8.0,46.75,20
1277,8.0,47.0,20
1278,8.0,47.25,20
1279,8.0,47.5,20
1280,8.0,47.75,20
1281,8.0,48.0,20
1282,8.25,33.0,20
1283,8.25,33.25,20
1284,8.25,33.5,20
1285,8.25,33.75,20
1286,8.25,34.0,20
1287,8.25,34.25,20
1288,8.25,34.5,20
1289,8.25,34.75,20
1290,8.25,35.0,20
1291,8.25,35.25,20
1292,8.25,35.5,20
1293,8.25,35.75,20
1294,8.25,36.0,20
1295,8.25,36.25,20
1296,8.25,36.5,20
1297,8.25,36.75,20
1298,8.25,37.0,20
1299,8.25,37.25,20
1300,8.25,37.5,20
1301,8.25,37.75,20
1302,8.25,38.0,20
1303,8.25,38.25,20
1304,8.25,38.5,20
1305,8.25,38.75,20
1306,8.25,39.0,20
1307,8.25,39.25,20
1308,8.25,39.5,20
1309,8.25,39.75,20
1310,8.25,40.0,20
1311,8.25,40.25,20
1312,8.25,40.5,20
1313,8.25,40.75,20
1314,8.25,41.0,20
1315,8.25,41.25,20
1316,8.25,41.5,20
1317,8.25,41.75,20
1318,8.25,42.0,20
1319,8.25,42.25,20
1320,8.25,42.5,20
1321,8.25,42.75,20
1322,8.25,43.0,20
1323,8.25,43.25,20
1324,8.25,43.5,20
1325,8.25,43.75,20
1326,8.25,44.0,20
1327,8.25,44.25,20
1328,8.25,44.5,20
1329,8.25,44.75,20
1330,8.25,45.0,20
1331,8.25,45.25,20
1332,8.25,45.5,20
1333,8.25,45.75,20
1334,8.25,46.0,20
1335,8.25,46.25,20
1336,8.25,46.5,20
1337,8.25,46.75,20
1338,8.25,47.0,20
1339,8.25,47.25,20
1340,8.25,47.5,20
1341,8.25,47.75,20
1342,8.25,48.0,20
1343,8.5,33.0,20
1344,8.5,33.25,20
1345,8.5,33.5,20
1346,8.5,33.75,20
1347,8.5,34.0,20
1348,8.5,34.25,20
1349,8.5,34.5,20
1350,8.5,34.75,20
1351,8.5,35.0,20
1352,8.5,35.25,20
1353,8.5,35.5,20
1354,8.5,35.75,20
1355,8.5,36.0,20
1356,8.5,36.25,20
1357,8.5,36.5,20
1358,8.5,36.75,20
1359,8.5,37.0,20
1360,8.5,37.25,20
1361,8.5,37.5,20
1362,8.5,37.75,20
1363,8.5,38.0,20
1364,8.5,38.25,20
1365,8.5,38.5,20
1366,8.5,38.75,20
1367,8.5,39.0,20
1368,8.5,39.25,20
1369,8.5,39.5,20
1370,8.5,39.75,20
1371,8.5,40.0,20
1372,8.5,40.25,20
1373,8.5,40.5,20
1374,8.5,40.75,20
1375,8.5,41.0,20
1376,8.5,41.25,20
1377,8.5,41.5,20
1378,8.5,41.75,20
1379,8.5,42.0,20
1380,8.5,42.25,20
1381,8.5,42.5,20
1382,8.5,42.75,20
1383,8.5,43.0,20
1384,8.5,43.25,20
1385,8.5,43.5,20
1386,8.5,43.75,20
1387,8.5,44.0,20
1388,8.5,44.25,20
1389,8.5,44.5,20
1390,8.5,44.75,20
1391,8.5,45.0,20
1392,8.5,45.25,20
1393,8.5,45.5,20
1394,8.5,45.75,20
1395,8.5,46.0,20
1396,8.5,46.25,20
1397,8.5,46.5,20
1398,8.5,46.75,20
1399,8.5,47.0,20
1400,8.5,47.25,20
1401,8.5,47.5,20
1402,8.5,47.75,20
1403,8.5,48.0,20
1404,8.75,33.0,20
1405,8.75,33.25,20
1406,8.75,33.5,20
1407,8.75,33.75,20
1408,8.75,34.0,20
1409,8.75,34.25,20
1410,8.75,34.5,20
1411,8.75,34.75,20
1412,8.75,35.0,20
1413,8.75,35.25,20
1414,8.75,35.5,20
1415,8.75,35.75,20
1416,8.75,36.0,20
1417,8.75,36.25,20
1418,8.75,36.5,20
1419,8.75,36.75,20
1420,8.75,37.0,20
1421,8.75,37.25,20
1422,8.75,37.5,20
1423,8.75,37.75,20
1424,8.75,38.0,20
1425,8.75,38.25,20
1426,8.75,38.5,20
1427,8.75,38.75,20
1428,8.75,39.0,20
1429,8.75,39.25,20
1430,8.75,39.5,20
1431,8.75,39.75,20
1432,8.75,40.0,20
1433,8.75,40.25,20
1434,8.75,40.5,20
1435,8.75,40.75,20
1436,8.75,41.0,20
1437,8.75,41.25,20
1438,8.75,41.5,20
1439,8.75,41.75,20
1440,8.75,42.0,20
1441,8.75,42.25,20
1442,8.75,42.5,20
1443,8.75,42.75,20
1444,8.75,43.0,20
1445,8.75,43.25,20
1446,8.75,43.5,20
1447,8.75,43.75,20
1448,8.75,44.0,20
1449,8.75,44.25,20
1450,8.75,44.5,20
1451,8.75,44.75,20
1452,8.75,45.0,20
1453,8.75,45.25,20
1454,8.75,45.5,20
1455,8.75,45.75,20
1456,8.75,46.0,20
1457,8.75,46.25,20
1458,8.75,46.5,20
1459,8.75,46.75,20
1460,8.75,47.0,20
1461,8.75,47.25,20
1462,8.75,47.5,20
1463,8.75,47.75,20
1464,8.75,48.0,20
1465,9.0,33.0,20
1466,9.0,33.25,20
1467,9.0,33.5,20
1468,9.0,33.75,20
1469,9.0,34.0,20
1470,9.0,34.25,20
1471,9.0,34.5,20
1472,9.0,34.75,20
1473,9.0,35.0,20
1474,9.0,35.25,20
1475,9.0,35.5,20
1476,9.0,35.75,20
1477,9.0,36.0,20
1478,9.0,36.25,20
1479,9.0,36.5,20
1480,9.0,36.75,20
1481,9.0,37.0,20
1482,9.0,37.25,20
1483,9.0,37.5,20
1484,9.0,37.75,20
1485,9.0,38.0,20
1486,9.0,38.25,20
1487,9.0,38.5,20
1488,9.0,38.75,20
1489,9.0,39.0,20
1490,9.0,39.25,20
1491,9.0,39.5,20
1492,9.0,39.75,20
1493,9.0,40.0,20
1494,9.0,40.25,20
1495,9.0,40.5,20
1496,9.0,40.75,20
1497,9.0,41.0,20
1498,9.0,41.25,20
1499,9.0,41.5,20
1500,9.0,41.75,20
1501,9.0,42.0,20
1502,9.0,42.25,20
1503,9.0,42.5,20
1504,9.0,42.75,20
1505,9.0,43.0,20
1506,9.0,43.25,20
1507,9.0,43.5,20
1508,9.0,43.75,20
1509,9.0,44.0,20
1510,9.0,44.25,20
1511,9.0,44.5,20
1512,9.0,44.75,20
1513,9.0,45.0,20
1514,9.0,45.25,20
1515,9.0,45.5,20
1516,9.0,45.75,20
1517,9.0,46.0,20
1518,9.0,46.25,20
1519,9.0,46.5,20
1520,9.0,46.75,20
1521,9.0,47.0,20
1522,9.0,47.25,20
1523,9.0,47.5,20
1524,9.0,47.75,20
1525,9.0,48.0,20
1526,9.25,33.0,20
1527,9.25,33.25,20
1528,9.25,33.5,20
1529,9.25,33.75,20
1530,9.25,34.0,20
1531,9.25,34.25,20
1532,9.25,34.5,20
1533,9.25,34.75,20
1534,9.25,35.0,20
1535,9.25,35.25,20
1536,9.25,35.5,20
1537,9.25,35.75,20
1538,9.25,36.0,20
1539,9.25,36.25,20
1540,9.25,36.5,20
1541,9.25,36.75,20
1542,9.25,37.0,20
1543,9.25,37.25,20
1544,9.25,37.5,20
1545,9.25,37.75,20
1546,9.25,38.0,20
1547,9.25,38.25,20
1548,9.25,38.5,20
1549,9.25,38.75,20
1550,9.25,39.0,20
1551,9.25,39.25,20
1552,9.25,39.5,20
1553,9.25,39.75,20
1554,9.25,40.0,20
1555,9.25,40.25,20
1556,9.25,40.5,20
1557,9.25,40.75,20
1558,9.25,41.0,20
1559,9.25,41.25,20
1560,9.25,41.5,20
1561,9.25,41.75,20
1562,9.25,42.0,20
1563,9.25,42.25,20
1564,9.25,42.5,20
1565,9.25,42.75,20
1566,9.25,43.0,20
1567,9.25,43.25,20
1568,9.25,43.5,20
1569,9.25,43.75,20
1570,9.25,44.0,20
1571,9.25,44.25,20
1572,9.25,44.5,20
1573,9.25,44.75,20
1574,9.25,45.0,20
1575,9.25,45.25,20
1576,9.25,45.5,20
1577,9.25,45.75,20
1578,9.25,46.0,20
1579,9.25,46.25,20
1580,9.25,46.5,20
1581,9.25,46.75,20
1582,9.25,47.0,20
1583,9.25,47.25,20
1584,9.25,47.5,20
1585,9.25,47.75,20
1586,9.25,48.0,20
1587,9.5,33.0,20
1588,9.5,33.25,20
1589,9.5,33.5,20
1590,9.5,33.75,20
1591,9.5,34.0,20
1592,9.5,34.25,20
1593,9.5,34.5,20
1594,9.5,34.75,20
1595,9.5,35.0,20
1596,9.5,35.25,20
1597,9.5,35.5,20
1598,9.5,35.75,20
1599,9.5,36.0,20
1600,9.5,36.25,20
1601,9.5,36.5,20
1602,9.5,36.75,20
1603,9.5,37.0,20
1604,9.5,37.25,20
1605,9.5,37.5,20
1606,9.5,37.75,20
1607,9.5,38.0,20
1608,9.5,38.25,20
1609,9.5,38.5,20
1610,9.5,38.75,20
1611,9.5,39.0,20
1612,9.5,39.25,20
1613,9.5,39.5,20
1614,9.5,39.75,20
1615,9.5,40.0,20
1616,9.5,40.25,20
1617,9.5,40.5,20
1618,9.5,40.75,20
1619,9.5,41.0,20
1620,9.5,41.25,20
1621,9.5,41.5,20
1622,9.5,41.75,20
1623,9.5,42.0,20
1624,9.5,42.25,20
1625,9.5,42.5,20
1626,9.5,42.75,20
1627,9.5,43.0,20
1628,9.5,43.25,20
1629,9.5,43.5,20
1630,9.5,43.75,20
1631,9.5,44.0,20
1632,9.5,44.25,20
1633,9.5,44.5,20
1634,9.5,44.75,20
1635,9.5,45.0,20
1636,9.5,45.25,20
1637,9.5,45.5,20
1638,9.5,45.75,20
1639,9.5,46.0,20
1640,9.5,46.25,20
1641,9.5,46.5,20
1642,9.5,46.75,20
1643,9.5,47.0,20
1644,9.5,47.25,20
1645,9.5,47.5,20
1646,9.5,47.75,20
1647,9.5,48.0,20
1648,9.75,33.0,20
1649,9.75,33.25,20
1650,9.75,33.5,20
1651,9.75,33.75,20
1652,9.75,34.0,20
1653,9.75,34.25,20
1654,9.75,34.5,20
1655,9.75,34.75,20
1656,9.75,35.0,20
1657,9.75,35.25,20
1658,9.75,35.5,20
1659,9.75,35.75,20
1660,9.75,36.0,20
1661,9.75,36.25,20
1662,9.75,36.5,20
1663,9.75,36.75,20
1664,9.75,37.0,20
1665,9.75,37.25,20
1666,9.75,37.5,20
1667,9.75,37.75,20
1668,9.75,38.0,20
1669,9.75,38.25,20
1670,9.75,38.5,20
1671,9.75,38.75,20
1672,9.75,39.0,20
1673,9.75,39.25,20
1674,9.75,39.5,20
1675,9.75,39.75,20
1676,9.75,40.0,20
1677,9.75,40.25,20
1678,9.75,40.5,20
1679,9.75,40.75,20
1680,9.75,41.0,20
1681,9.75,41.25,20
1682,9.75,41.5,20
1683,9.75,41.75,20
1684,9.75,42.0,20
1685,9.75,42.25,20
1686,9.75,42.5,20
1687,9.75,42.75,20
1688,9.75,43.0,20
1689,9.75,43.25,20
1690,9.75,43.5,20
1691,9.75,43.75,20
1692,9.75,44.0,20
1693,9.75,44.25,20
1694,9.75,44.5,20
1695,9.75,44.75,20
1696,9.75,45.0,20
1697,9.75,45.25,20
1698,9.75,45.5,20
1699,9.75,45.75,20
1700,9.75,46.0,20
1701,9.75,46.25,20
1702,9.75,46.5,20
1703,9.75,46.75,20
1704,9.75,47.0,20
1705,9.75,47.25,20
1706,9.75,47.5,20
1707,9.75,47.75,20
1708,9.75,48.0,20
1709,10.0,33.0,20
1710,10.0,33.25,20
1711,10.0,33.5,20
1712,10.0,33.75,20
1713,10.0,34.0,20
1714,10.0,34.25,20
1715,10.0,34.5,20
1716,10.0,34.75,20
1717,10.0,35.0,20
1718,10.0,35.25,20
1719,10.0,35.5,20
1720,10.0,35.75,20
1721,10.0,36.0,20
1722,10.0,36.25,20
1723,10.0,36.5,20
1724,10.0,36.75,20
1725,10.0,37.0,20
1726,10.0,37.25,20
1727,10.0,37.5,20
1728,10.0,37.75,20
1729,10.0,38.0,20
1730,10.0,38.25,20
1731,10.0,38.5,20
1732,10.0,38.75,20
1733,10.0,39.0,20
1734,10.0,39.25,20
1735,10.0,39.5,20
1736,10.0,39.75,20
1737,10.0,40.0,20
1738,10.0,40.25,20
1739,10.0,40.5,20
1740,10.0,40.75,20
1741,10.0,41.0,20
1742,10.0,41.25,20
1743,10.0,41.5,20
1744,10.0,41.75,20
1745,10.0,42.0,20
1746,10.0,42.25,20
1747,10.0,42.5,20
1748,10.0,42.75,20
1749,10.0,43.0,20
1750,10.0,43.25,20
1751,10.0,43.5,20
1752,10.0,43.75,20
1753,10.0,44.0,20
1754,10.0,44.25,20
1755,10.0,44.5,20
1756,10.0,44.75,20
1757,10.0,45.0,20
1758,10.0,45.25,20
1759,10.0,45.5,20
1760,10.0,45.75,20
1761,10.0,46.0,20
1762,10.0,46.25,20
1763,10.0,46.5,20
1764,10.0,46.75,20
1765,10.0,47.0,20
1766,10.0,47.25,20
1767,10.0,47.5,20
1768,10.0,47.75,20
1769,10.0,48.0,20
1770,10.25,33.0,20
1771,10.25,33.25,20
1772,10.25,33.5,20
1773,10.25,33.75,20
1774,10.25,34.0,20
1775,10.25,34.25,20
1776,10.25,34.5,20
1777,10.25,34.75,20
1778,10.25,35.0,20
1779,10.25,35.25,20
1780,10.25,35.5,20
1781,10.25,35.75,20
1782,10.25,36.0,20
1783,10.25,36.25,20
1784,10.25,36.5,20
1785,10.25,36.75,20
1786,10.25,37.0,20
1787,10.25,37.25,20
1788,10.25,37.5,20
1789,10.25,37.75,20
1790,10.25,38.0,20
1791,10.25,38.25,20
1792,10.25,38.5,20
1793,10.25,38.75,20
1794,10.25,39.0,20
1795,10.25,39.25,20
1796,10.25,39.5,20
1797,10.25,39.75,20
1798,10.25,40.0,20
1799,10.25,40.25,20
1800,10.25,40.5,20
1801,10.25,40.75,20
1802,10.25,41.0,20
1803,10.25,41.25,20
1804,10.25,41.5,20
1805,10.25,41.75,20
1806,10.25,42.0,20
1807,10.25,42.25,20
1808,10.25,42.5,20
1809,10.25,42.75,20
1810,10.25,43.0,20
1811,10.25,43.25,20
1812,10.25,43.5,20
1813,10.25,43.75,20
1814,10.25,44.0,20
1815,10.25,44.25,20
1816,10.25,44.5,20
1817,10.25,44.75,20
1818,10.25,45.0,20
1819,10.25,45.25,20
1820,10.25,45.5,20
1821,10.25,45.75,20
1822,10.25,46.0,20
1823,10.25,46.25,20
1824,10.25,46.5,20
1825,10.25,46.75,20
1826,10.25,47.0,20
1827,10.25,47.25,20
1828,10.25,47.5,20
1829,10.25,47.75,20
1830,10.25,48.0,20
1831,10.5,33.0,20
1832,10.5,33.25,20
1833,10.5,33.5,20
1834,10.5,33.75,20
1835,10.5,34.0,20
1836,10.5,34.25,20
1837,10.5,34.5,20
1838,10.5,34.75,20
1839,10.5,35.0,20
1840,10.5,35.25,20
1841,10.5,35.5,20
1842,10.5,35.75,20
1843,10.5,36.0,20
1844,10.5,36.25,20
1845,10.5,36.5,20
1846,10.5,36.75,20
1847,10.5,37.0,20
1848,10.5,37.25,20
1849,10.5,37.5,20
1850,10.5,37.75,20
1851,10.5,38.0,20
1852,10.5,38.25,20
1853,10.5,38.5,20
1854,10.5,38.75,20
1855,10.5,39.0,20
1856,10.5,39.25,20
1857,10.5,39.5,20
1858,10.5,39.75,20
1859,10.5,40.0,20
1860,10.5,40.25,20
1861,10.5,40.5,20
1862,10.5,40.75,20
1863,10.5,41.0,20
1864,10.5,41.25,20
1865,10.5,41.5,20
1866,10.5,41.75,20
1867,10.5,42.0,20
1868,10.5,42.25,20
1869,10.5,42.5,20
1870,10.5,42.75,20
1871,10.5,43.0,20
1872,10.5,43.25,20
1873,10.5,43.5,20
1874,10.5,43.75,20
1875,10.5,44.0,20
1876,10.5,44.25,20
1877,10.5,44.5,20
1878,10.5,44.75,20
1879,10.5,45.0,20
1880,10.5,45.25,20
1881,10.5,45.5,20
1882,10.5,45.75,20
1883,10.5,46.0,20
1884,10.5,46.25,20
1885,10.5,46.5,20
1886,10.5,46.75,20
1887,10.5,47.0,20
1888,10.5,47.25,20
1889,10.5,47.5,20
1890,10.5,47.75,20
1891,10.5,48.0,20
1892,10.75,33.0,20
1893,10.75,33.25,20
1894,10.75,33.5,20
1895,10.75,33.75,20
1896,10.75,34.0,20
1897,10.75,34.25,20
1898,10.75,34.5,20
1899,10.75,34.75,20
1900,10.75,35.0,20
1901,10.75,35.25,20
1902,10.75,35.5,20
1903,10.75,35.75,20
1904,10.75,36.0,20
1905,10.75,36.25,20
1906,10.75,36.5,20
1907,10.75,36.75,20
1908,10.75,37.0,20
1909,10.75,37.25,20
1910,10.75,37.5,20
1911,10.75,37.75,20
1912,10.75,38.0,20
1913,10.75,38.25,20
1914,10.75,38.5,20
1915,10.75,38.75,20
1916,10.75,39.0,20
1917,10.75,39.25,20
1918,10.75,39.5,20
1919,10.75,39.75,20
1920,10.75,40.0,20
1921,10.75,40.25,20
1922,10.75,40.5,20
1923,10.75,40.75,20
1924,10.75,41.0,20
1925,10.75,41.25,20
1926,10.75,41.5,20
1927,10.75,41.75,20
1928,10.75,42.0,20
1929,10.75,42.25,20
1930,10.75,42.5,20
1931,10.75,42.75,20
1932,10.75,43.0,20
1933,10.75,43.25,20
1934,10.75,43.5,20
1935,10.75,43.75,20
1936,10.75,44.0,20
1937,10.75,44.25,20
1938,10.75,44.5,20
1939,10.75,44.75,20
1940,10.75,45.0,20
1941,10.75,45.25,20
1942,10.75,45.5,20
1943,10.75,45.75,20
1944,10.75,46.0,20
1945,10.75,46.25,20
1946,10.75,46.5,20
1947,10.75,46.75,20
1948,10.75,47.0,20
1949,10.75,47.25,20
1950,10.75,47.5,20
1951,10.75,47.75,20
1952,10.75,48.0,20
1953,11.0,33.0,20
1954,11.0,33.25,20
1955,11.0,33.5,20
1956,11.0,33.75,20
1957,11.0,34.0,20
1958,11.0,34.25,20
1959,11.0,34.5,20
1960,11.0,34.75,20
1961,11.0,35.0,20
1962,11.0,35.25,20
1963,11.0,35.5,20
1964,11.0,35.75,20
1965,11.0,36.0,20
1966,11.0,36.25,20
1967,11.0,36.5,20
1968,11.0,36.75,20
1969,11.0,37.0,20
1970,11.0,37.25,20
1971,11.0,37.5,20
1972,11.0,37.75,20
1973,11.0,38.0,20
1974,11.0,38.25,20
1975,11.0,38.5,20
1976,11.0,38.75,20
1977,11.0,39.0,20
1978,11.0,39.25,20
1979,11.0,39.5,20
1980,11.0,39.75,20
1981,11.0,40.0,20
1982,11.0,40.25,20
1983,11.0,40.5,20
1984,11.0,40.75,20
1985,11.0,41.0,20
1986,11.0,41.25,20
1987,11.0,41.5,20
1988,11.0,41.75,20
1989,11.0,42.0,20
1990,11.0,42.25,20
1991,11.0,42.5,20
1992,11.0,42.75,20
1993,11.0,43.0,20
1994,11.0,43.25,20
1995,11.0,43.5,20
1996,11.0,43.75,20
1997,11.0,44.0,20
1998,11.0,44.25,20
1999,11.0,44.5,20
2000,11.0,44.75,20
2001,11.0,45.0,20
2002,11.0,45.25,20
2003,11.0,45.5,20
2004,11.0,45.75,20
2005,11.0,46.0,20
2006,11.0,46.25,20
2007,11.0,46.5,20
2008,11.0,46.75,20
2009,11.0,47.0,20
2010,11.0,47.25,20
2011,11.0,47.5,20
2012,11.0,47.75,20
2013,11.0,48.0,20
2014,11.25,33.0,20
2015,11.25,33.25,20
2016,11.25,33.5,20
2017,11.25,33.75,20
2018,11.25,34.0,20
2019,11.25,34.25,20
2020,11.25,34.5,20
2021,11.25,34.75,20
2022,11.25,35.0,20
2023,11.25,35.25,20
2024,11.25,35.5,20
2025,11.25,35.75,20
2026,11.25,36.0,20
2027,11.25,36.25,20
2028,11.25,36.5,20
2029,11.25,36.75,20
2030,11.25,37.0,20
2031,11.25,37.25,20
2032,11.25,37.5,20
2033,11.25,37.75,20
2034,11.25,38.0,20
2035,11.25,38.25,20
2036,11.25,38.5,20
2037,11.25,38.75,20
2038,11.25,39.0,20
2039,11.25,39.25,20
2040,11.25,39.5,20
2041,11.25,39.75,20
2042,11.25,40.0,20
2043,11.25,40.25,20
2044,11.25,40.5,20
2045,11.25,40.75,20
2046,11.25,41.0,20
2047,11.25,41.25,20
2048,11.25,41.5,20
2049,11.25,41.75,20
2050,11.25,42.0,20
2051,11.25,42.25,20
2052,11.25,42.5,20
2053,11.25,42.75,20
2054,11.25,43.0,20
2055,11.25,43.25,20
2056,11.25,43.5,20
2057,11.25,43.75,20
2058,11.25,44.0,20
2059,11.25,44.25,20
2060,11.25,44.5,20
2061,11.25,44.75,20
2062,11.25,45.0,20
2063,11.25,45.25,20
2064,11.25,45.5,20
2065,11.25,45.75,20
2066,11.25,46.0,20
2067,11.25,46.25,20
2068,11.25,46.5,20
2069,11.25,46.75,20
2070,11.25,47.0,20
2071,11.25,47.25,20
2072,11.25,47.5,20
2073,11.25,47.75,20
2074,11.25,48.0,20
2075,11.5,33.0,20
2076,11.5,33.25,20
2077,11.5,33.5,20
2078,11.5,33.75,20
2079,11.5,34.0,20
2080,11.5,34.25,20
2081,11.5,34.5,20
2082,11.5,34.75,20
2083,11.5,35.0,20
2084,11.5,35.25,20
2085,11.5,35.5,20
2086,11.5,35.75,20
2087,11.5,36.0,20
2088,11.5,36.25,20
2089,11.5,36.5,20
2090,11.5,36.75,20
2091,11.5,37.0,20
2092,11.5,37.25,20
2093,11.5,37.5,20
2094,11.5,37.75,20
2095,11.5,38.0,20
2096,11.5,38.25,20
2097,11.5,38.5,20
2098,11.5,38.75,20
2099,11.5,39.0,20
2100,11.5,39.25,20
2101,11.5,39.5,20
2102,11.5,39.75,20
2103,11.5,40.0,20
2104,11.5,40.25,20
2105,11.5,40.5,20
2106,11.5,40.75,20
2107,11.5,41.0,20
2108,11.5,41.25,20
2109,11.5,41.5,20
2110,11.5,41.75,20
2111,11.5,42.0,20
2112,11.5,42.25,20
2113,11.5,42.5,20
2114,11.5,42.75,20
2115,11.5,43.0,20
2116,11.5,43.25,20
2117,11.5,43.5,20
2118,11.5,43.75,20
2119,11.5,44.0,20
2120,11.5,44.25,20
2121,11.5,44.5,20
2122,11.5,44.75,20
2123,11.5,45.0,20
2124,11.5,45.25,20
2125,11.5,45.5,20
2126,11.5,45.75,20
2127,11.5,46.0,20
2128,11.5,46.25,20
2129,11.5,46.5,20
2130,11.5,46.75,20
2131,11.5,47.0,20
2132,11.5,47.25,20
2133,11.5,47.5,20
2134,11.5,47.75,20
2135,11.5,48.0,20
2136,11.75,33.0,20
2137,11.75,33.25,20
2138,11.75,33.5,20
2139,11.75,33.75,20
2140,11.75,34.0,20
2141,11.75,34.25,20
2142,11.75,34.5,20
2143,11.75,34.75,20
2144,11.75,35.0,20
2145,11.75,35.25,20
2146,11.75,35.5,20
2147,11.75,35.75,20
2148,11.75,36.0,20
2149,11.75,36.25,20
2150,11.75,36.5,20
2151,11.75,36.75,20
2152,11.75,37.0,20
2153,11.75,37.25,20
2154,11.75,37.5,20
2155,11.75,37.75,20
2156,11.75,38.0,20
2157,11.75,38.25,20
2158,11.75,38.5,20
2159,11.75,38.75,20
2160,11.75,39.0,20
2161,11.75,39.25,20
2162,11.75,39.5,20
2163,11.75,39.75,20
2164,11.75,40.0,20
2165,11.75,40.25,20
2166,11.75,40.5,20
2167,11.75,40.75,20
2168,11.75,41.0,20
2169,11.75,41.25,20
2170,11.75,41.5,20
2171,11.75,41.75,20
2172,11.75,42.0,20
2173,11.75,42.25,20
2174,11.75,42.5,20
2175,11.75,42.75,20
2176,11.75,43.0,20
2177,11.75,43.25,20
2178,11.75,43.5,20
2179,11.75,43.75,20
2180,11.75,44.0,20
2181,11.75,44.25,20
2182,11.75,44.5,20
2183,11.75,44.75,20
2184,11.75,45.0,20
2185,11.75,45.25,20
2186,11.75,45.5,20
2187,11.75,45.75,20
2188,11.75,46.0,20
2189,11.75,46.25,20
2190,11.75,46.5,20
2191,11.75,46.75,20
2192,11.75,47.0,20
2193,11.75,47.25,20
2194,11.75,47.5,20
2195,11.75,47.75,20
2196,11.75,48.0,20
2197,12.0,33.0,20
2198,12.0,33.25,20
2199,12.0,33.5,20
2200,12.0,33.75,20
2201,12.0,34.0,20
2202,12.0,34.25,20
2203,12.0,34.5,20
2204,12.0,34.75,20
2205,12.0,35.0,20
2206,12.0,35.25,20
2207,12.0,35.5,20
2208,12.0,35.75,20
2209,12.0,36.0,20
2210,12.0,36.25,20
2211,12.0,36.5,20
2212,12.0,36.75,20
2213,12.0,37.0,20
2214,12.0,37.25,20
2215,12.0,37.5,20
2216,12.0,37.75,20
2217,12.0,38.0,20
2218,12.0,38.25,20
2219,12.0,38.5,20
2220,12.0,38.75,20
2221,12.0,39.0,20
2222,12.0,39.25,20
